unit,status,no_rooms,no_bath,area(ftsq),id
#3D,"Off-Market on 02/23/2018 at $3,964",2 beds,2 baths,862 ftsq,777715
#3E,"Off-Market on 02/28/2018 at $2,580",1 bed,1 bath,625 ftsq,777715
#3G,"Off-Market on 08/01/2018 at $2,550",studio,1 bath,427 ftsq,777715
#3J,"Off-Market on 08/06/2018 at $2,450",studio,1 bath,420 ftsq,777715
#3K,"Off-Market on 11/28/2018 at $4,250",2 beds,1 bath,835 ftsq,777715
#3O,"Off-Market on 01/07/2017 at $2,625",studio,1 bath,430 ftsq,777715
#3P,"Off-Market on 10/27/2016 at $3,500",2 beds,1 bath,940 ftsq,777715
#C,"Off-Market on 04/24/2010 at $2,554",2 beds,1 bath,,777715
#4A,"Off-Market on 02/24/2017 at $2,874",1 bed,1 bath,595 ftsq,777715
#4B,"Off-Market on 12/05/2016 at $3,650",1 bed,1 bath,750 ftsq,777715
#4C,"Off-Market on 06/15/2016 at $3,175",1 bed,1 bath,591 ftsq,777715
#4D,"Off-Market on 05/21/2018 at $4,450",2 beds,2 baths,860 ftsq,777715
#4E,"Off-Market on 12/06/2018 at $3,000",studio,1 bath,645 ftsq,777715
#4G,"Off-Market on 06/12/2018 at $2,550",studio,1 bath,427 ftsq,777715
#4J,"Off-Market on 09/24/2017 at $2,565",studio,1 bath,420 ftsq,777715
#4K,"Off-Market on 07/27/2017 at $4,295",2 beds,1 bath,"8,312 ftsq",777715
#4M,"Off-Market on 11/30/2017 at $4,610",2 beds,2 baths,880 ftsq,777715
#5A,"Off-Market on 03/17/2017 at $2,781",1 bed,1 bath,596 ftsq,777715
#5B,Off-Market,,,750 ftsq,777715
#5C,"Off-Market on 06/01/2017 at $2,793",1 bed,1 bath,591 ftsq,777715
#5D,"Off-Market on 07/18/2018 at $4,800",2 beds,2 baths,862 ftsq,777715
#5H,"Off-Market on 06/18/2018 at $2,750",studio,1 bath,477 ftsq,777715
#5M,"Off-Market on 04/26/2016 at $2,775",studio,1 bath,440 ftsq,777715
#5N,"Listed for rent at $2,850",studio,1 bath,440 ftsq,777715
#5O,"Off-Market on 08/25/2017 at $2,795",studio,1 bath,430 ftsq,777715
#5P,"Off-Market on 04/21/2016 at $3,700",studio,1 bath,940 ftsq,777715
#E,"Off-Market on 04/26/2010 at $2,825",1 bed,2 baths,"1,000 ftsq",777715
#6C,"Off-Market on 06/15/2016 at $3,195",1 bed,1 bath,591 ftsq,777715
#6D,"Off-Market on 12/06/2018 at $4,695",2 beds,2 baths,862 ftsq,777715
#6E,"Off-Market on 08/11/2016 at $3,150",1 bed,1 bath,645 ftsq,777715
#6J,"Off-Market on 03/24/2016 at $2,490",studio,1 bath,420 ftsq,777715
#6K,"Off-Market on 05/22/2017 at $5,995",3 beds,2 baths,"1,114 ftsq",777715
#6M,"Off-Market on 06/09/2017 at $2,795",studio,1 bath,438 ftsq,777715
#6O,"Off-Market on 04/26/2016 at $2,650",studio,1 bath,420 ftsq,777715
#6P,"Off-Market on 03/16/2016 at $3,700",1 bed,1 bath,940 ftsq,777715
#7A,"Off-Market on 07/09/2018 at $5,150",2 beds,2 baths,"1,009 ftsq",777715
#7C,"Off-Market on 04/28/2016 at $4,130",1 bed,1 bath,830 ftsq,777715
#7E,"Off-Market on 06/12/2018 at $2,895",1 bed,1 bath,645 ftsq,777715
#7J,"Off-Market on 12/12/2017 at $2,395",studio,1 bath,420 ftsq,777715
#7K,"Off-Market on 04/19/2016 at $5,780",3 beds,2 baths,"1,114 ftsq",777715
#7N,"Off-Market on 02/11/2016 at $2,810",1 bed,1 bath,440 ftsq,777715
#7O,"Off-Market on 05/04/2018 at $2,700",studio,1 bath,430 ftsq,777715
#8A,"Off-Market on 03/23/2016 at $3,375",1 bed,1 bath,595 ftsq,777715
#8C,"Off-Market on 08/13/2018 at $3,150",1 bed,1 bath,591 ftsq,777715
#8D,"Off-Market on 06/14/2017 at $4,695",2 beds,2 baths,860 ftsq,777715
#8E,"Off-Market on 10/23/2017 at $3,078",1 bed,1 bath,645 ftsq,777715
#8K,"Off-Market on 12/29/2017 at $5,593",3 beds,2 baths,"1,114 ftsq",777715
#8O,Off-Market,,,430 ftsq,777715
#9,"Off-Market on 04/24/2010 at $2,026",studio,1 bath,,777715
#9A,"Off-Market on 10/12/2018 at $2,650",studio,1 bath,627 ftsq,777715
#9B,"Off-Market on 04/30/2010 at $2,675",1 bed,1 bath,,777715
#9C,"Off-Market on 07/09/2018 at $2,575",studio,1 bath,505 ftsq,777715
#9D,"Off-Market on 06/02/2015 at $2,675",studio,1 bath,,777715
#9F,"Off-Market on 09/11/2018 at $3,300",1 bed,1 bath,728 ftsq,777715
#9J,"Off-Market on 05/30/2018 at $2,600",studio,1 bath,476 ftsq,777715
#9K,"Off-Market on 02/21/2017 at $2,495",1 bed,1 bath,518 ftsq,777715
#9L,"Off-Market on 04/24/2010 at $3,695",2 beds,2 baths,,777715
#9M,"Off-Market on 07/10/2018 at $3,550",1 bed,1 bath,792 ftsq,777715
#9N,"Off-Market on 03/28/2018 at $3,550",1 bed,1 bath,,777715
#9P,Off-Market,,,,777715
#10,"Off-Market on 06/26/2010 at $3,780",2 beds,2 baths,,777715
#10B,"Off-Market on 03/16/2016 at $3,250",1 bed,1 bath,627 ftsq,777715
#10C,"Off-Market on 05/12/2015 at $2,475",studio,1 bath,505 ftsq,777715
#10F,"Off-Market on 05/18/2018 at $3,250",1 bed,1 bath,600 ftsq,777715
#10G,"Off-Market on 01/11/2018 at $2,284",studio,1 bath,437 ftsq,777715
#10H,"Off-Market on 04/18/2016 at $2,395",studio,1 bath,550 ftsq,777715
#10J,"Off-Market on 04/30/2014 at $2,375",studio,1 bath,,777715
#10M,"Off-Market on 04/02/2018 at $3,635",1 bed,1 bath,728 ftsq,777715
#10N,"Off-Market on 10/21/2016 at $3,295",2 beds,2 baths,"1,200 ftsq",777715
#10P,"Off-Market on 07/19/2017 at $3,895",2 beds,1 bath,922 ftsq,777715
#11B,"Off-Market on 04/13/2017 at $2,895",1 bed,1 bath,627 ftsq,777715
#11C,"Off-Market on 12/26/2016 at $2,350",studio,1 bath,530 ftsq,777715
#11D,"Off-Market on 01/20/2017 at $3,295",2 beds,2 baths,,777715
#11E,"Listed for rent at $3,900",1 bed,2 baths,"1,183 ftsq",777715
#11F,"Off-Market on 01/07/2015 at $3,200",2 beds,1 bath,800 ftsq,777715
#11H,"Off-Market on 07/23/2018 at $2,650",studio,1 bath,461 ftsq,777715
#11K,"Off-Market on 08/14/2018 at $2,625",1 bed,1 bath,518 ftsq,777715
#11M,"Off-Market on 08/10/2015 at $3,375",1 bed,1 bath,,777715
#11P,"Off-Market on 10/13/2017 at $3,795",2 beds,1 bath,922 ftsq,777715
#12B,"Off-Market on 06/05/2018 at $3,195",1 bed,1 bath,750 ftsq,777715
#12C,"Off-Market on 08/06/2018 at $2,495",studio,1 bath,505 ftsq,777715
#12D,"Off-Market on 08/03/2017 at $3,750",2 beds,2 baths,860 ftsq,777715
#12E,"Off-Market on 08/28/2013 at $3,495",2 beds,2 baths,,777715
#12F,"Off-Market on 03/20/2012 at $2,995",2 beds,1 bath,,777715
#12G,"Off-Market on 03/09/2017 at $2,250",studio,1 bath,437 ftsq,777715
#12H,"Off-Market on 09/10/2014 at $2,495",studio,1 bath,,777715
#12J,"Off-Market on 06/11/2013 at $2,325",studio,1 bath,,777715
#12M,"Off-Market on 04/08/2016 at $3,375",1 bed,1 bath,726 ftsq,777715
#12P,"Off-Market on 01/09/2014 at $3,450",2 beds,1 bath,,777715
#14,"Off-Market on 04/24/2010 at $4,195",2 beds,2 baths,,777715
#M,"Off-Market on 04/16/2010 at $2,750",1 bed,1 bath,,777715
#14B,"Off-Market on 07/18/2013 at $2,900",1 bed,1 bath,,777715
#14C,"Off-Market on 08/23/2013 at $2,350",studio,1 bath,,777715
#14E,"Off-Market on 08/13/2018 at $3,825",2 beds,2 baths,"1,183 ftsq",777715
#14G,"Off-Market on 07/06/2015 at $2,450",studio,1 bath,437 ftsq,777715
#14H,"Off-Market on 06/25/2018 at $2,625",studio,1 bath,461 ftsq,777715
#14L,"Off-Market on 04/16/2018 at $5,020",2 beds,2 baths,"1,200 ftsq",777715
#15,"Off-Market on 04/26/2010 at $2,949",1 bed,1 bath,,777715
#15A,"Off-Market on 12/19/2011 at $2,195",studio,1 bath,,777715
#15B,"Off-Market on 05/15/2018 at $3,375",1 bed,1 bath,627 ftsq,777715
#15C,"Off-Market on 03/24/2015 at $2,450",studio,1 bath,505 ftsq,777715
#15D,"Off-Market on 10/27/2016 at $3,995",1 bed,2 baths,860 ftsq,777715
#15E,"Off-Market on 03/24/2017 at $3,450",2 beds,2 baths,,777715
#15F,"Off-Market on 05/03/2015 at $3,295",1 bed,1 bath,,777715
#15H,"Off-Market on 07/26/2012 at $2,225",studio,1 bath,,777715
#15J,"Off-Market on 06/05/2017 at $2,750",studio,1 bath,476 ftsq,777715
#15L,Off-Market,2 beds,2 baths,"1,200 ftsq",777715
#15M,"Off-Market on 07/20/2012 at $3,025",1 bed,1 bath,,777715
#15N,"Off-Market on 09/13/2017 at $3,535",1 bed,1 bath,660 ftsq,777715
#15P,"Off-Market on 05/04/2018 at $3,695",2 beds,1 bath,900 ftsq,777715
#16A,"Off-Market on 05/24/2018 at $2,895",1 bed,1 bath,627 ftsq,777715
#16B,"Off-Market on 02/14/2018 at $3,161",1 bed,1 bath,750 ftsq,777715
#16C,"Off-Market on 07/24/2017 at $2,495",studio,1 bath,505 ftsq,777715
#16D,"Off-Market on 03/03/2017 at $3,395",2 beds,2 baths,860 ftsq,777715
#16E,"Off-Market on 02/10/2017 at $3,895",2 beds,2 baths,"1,200 ftsq",777715
#16F,"Off-Market on 05/12/2015 at $3,295",1 bed,1 bath,,777715
#16J,"Off-Market on 01/24/2018 at $2,377",studio,1 bath,476 ftsq,777715
#16K,"Off-Market on 11/02/2013 at $2,495",1 bed,1 bath,,777715
#16L,"Off-Market on 02/10/2017 at $5,381",2 beds,2 baths,"1,206 ftsq",777715
#16N,"Off-Market on 06/15/2016 at $3,775",2 beds,1 bath,660 ftsq,777715
#17A,"Off-Market on 09/11/2018 at $2,800",1 bed,1 bath,626 ftsq,777715
#17C,"Off-Market on 08/01/2018 at $2,625",studio,1 bath,505 ftsq,777715
#17E,"Off-Market on 07/24/2013 at $3,495",2 beds,2 baths,,777715
#17F,"Off-Market on 06/05/2018 at $3,450",1 bed,1 bath,815 ftsq,777715
#17G,"Off-Market on 02/06/2015 at $2,395",studio,1 bath,,777715
#17J,"Off-Market on 06/25/2018 at $2,800",studio,1 bath,476 ftsq,777715
#17K,"Off-Market on 01/19/2015 at $2,550",1 bed,1 bath,,777715
#17L,"Off-Market on 02/14/2018 at $5,349",2 beds,2 baths,"1,206 ftsq",777715
#17N,"Off-Market on 05/08/2017 at $3,450",2 beds,1 bath,660 ftsq,777715
#17P,Off-Market,,,,777715
#18A,"Off-Market on 09/14/2018 at $3,200",studio,1 bath,672 ftsq,777715
#18B,"Off-Market on 06/27/2010 at $2,672",1 bed,1 bath,,777715
#18D,"Off-Market on 11/07/2018 at $3,850",studio,2 baths,862 ftsq,777715
#18E,"Off-Market on 02/14/2018 at $4,125",1 bed,1 bath,"1,183 ftsq",777715
#18F,"Off-Market on 05/22/2015 at $3,295",1 bed,1 bath,,777715
#18G,"Off-Market on 10/02/2018 at $2,625",studio,1 bath,435 ftsq,777715
#18J,"Off-Market on 04/07/2016 at $2,395",studio,1 bath,,777715
#18K,"Off-Market on 04/08/2014 at $2,495",1 bed,1 bath,,777715
#18L,"Off-Market on 06/21/2017 at $5,995",2 beds,2 baths,"1,206 ftsq",777715
#18P,"Off-Market on 02/19/2015 at $3,525",2 beds,1 bath,,777715
#19,"Off-Market on 04/24/2010 at $2,672",2 beds,1 bath,,777715
#19C,"Listed for rent at $2,800",studio,1 bath,505 ftsq,777715
#19D,"Off-Market on 09/08/2016 at $3,795",studio,2 baths,,777715
#19E,"Off-Market on 12/09/2016 at $4,495",2 beds,2 baths,"1,183 ftsq",777715
#19F,"Off-Market on 05/15/2018 at $3,495",1 bed,1 bath,726 ftsq,777715
#19G,"Off-Market on 06/09/2015 at $2,425",studio,1 bath,,777715
#19M,"Off-Market on 07/14/2017 at $3,450",1 bed,1 bath,728 ftsq,777715
#19N,"Off-Market on 05/01/2014 at $3,195",1 bed,1 bath,,777715
#19P,"Off-Market on 12/07/2016 at $3,595",2 beds,1 bath,900 ftsq,777715
#20A,"Off-Market on 02/10/2017 at $2,325",studio,1 bath,500 ftsq,777715
#20B,"Off-Market on 03/25/2012 at $2,895",1 bed,1 bath,,777715
#20C,"Off-Market on 08/17/2018 at $2,700",studio,1 bath,505 ftsq,777715
#20D,"Off-Market on 12/05/2016 at $4,050",1 bed,2 baths,860 ftsq,777715
#20E,"Off-Market on 10/05/2013 at $3,495",2 beds,2 baths,,777715
#20F,"Off-Market on 10/05/2013 at $3,195",2 beds,1 bath,,777715
#20H,Off-Market,,,,777715
#20J,"Off-Market on 01/21/2015 at $2,450",studio,1 bath,,777715
#20L,"Off-Market on 09/11/2013 at $4,595",2 beds,2 baths,,777715
#20M,"Off-Market on 11/09/2013 at $3,195",1 bed,1 bath,,777715
#20N,"Off-Market on 02/02/2017 at $3,338",1 bed,1 bath,660 ftsq,777715
#20N,Off-Market,,,660 ftsq,777715
#20P,"Off-Market on 05/08/2017 at $4,050",2 beds,1 bath,980 ftsq,777715
#21A,"Off-Market on 06/05/2018 at $2,995",studio,1 bath,627 ftsq,777715
#21B,Off-Market,,,,777715
#21G,"Off-Market on 03/28/2017 at $2,391",studio,1 bath,437 ftsq,777715
#21H,"Off-Market on 10/16/2018 at $2,650",studio,1 bath,464 ftsq,777715
#21J,"Off-Market on 07/31/2013 at $2,125",studio,1 bath,476 ftsq,777715
#21K,Off-Market,,,503 ftsq,777715
#21L,"Off-Market on 12/15/2015 at $4,975",2 beds,2 baths,"1,200 ftsq",777715
#21M,"Off-Market on 09/29/2014 at $3,295",1 bed,1 bath,,777715
#21P,"Off-Market on 01/31/2018 at $3,695",2 beds,1 bath,,777715
#22A,"Off-Market on 06/01/2017 at $2,725",studio,1 bath,630 ftsq,777715
#22B,"Off-Market on 08/25/2016 at $3,695",1 bed,1 bath,627 ftsq,777715
#22D,"Off-Market on 04/27/2017 at $3,995",2 beds,2 baths,860 ftsq,777715
#22E,"Off-Market on 06/15/2017 at $4,250",1 bed,1 bath,"1,183 ftsq",777715
#22E,Off-Market,,,"1,183 ftsq",777715
#22F,"Off-Market on 08/16/2018 at $3,850",1 bed,1 bath,728 ftsq,777715
#22G,"Off-Market on 06/25/2018 at $2,675",studio,1 bath,435 ftsq,777715
#22H,"Off-Market on 03/05/2015 at $2,475",studio,1 bath,,777715
#22J,"Off-Market on 02/08/2018 at $2,377",studio,1 bath,476 ftsq,777715
#22K,"Off-Market on 10/28/2014 at $2,550",1 bed,1 bath,,777715
#22M,"Off-Market on 02/09/2018 at $3,226",1 bed,1 bath,726 ftsq,777715
#22N,"Off-Market on 01/16/2018 at $3,410",2 beds,1 bath,660 ftsq,777715
#22P,"Off-Market on 07/17/2015 at $3,675",1 bed,1 bath,,777715
#23A,"Off-Market on 11/08/2014 at $2,675",1 bed,1 bath,,777715
#23B,"Off-Market on 09/09/2015 at $3,375",1 bed,1 bath,865 ftsq,777715
#23C,"Off-Market on 05/08/2014 at $2,375",studio,1 bath,,777715
#23D,"Listed for rent at $3,925",studio,2 baths,862 ftsq,777715
#23E,"Off-Market on 02/15/2017 at $3,575",2 beds,2 baths,"1,183 ftsq",777715
#23F,"Off-Market on 06/21/2013 at $3,195",1 bed,1 bath,,777715
#23G,"Off-Market on 07/13/2018 at $2,725",studio,1 bath,435 ftsq,777715
#23H,"Off-Market on 07/14/2017 at $2,575",studio,1 bath,464 ftsq,777715
#23J,"Off-Market on 12/08/2013 at $2,375",studio,1 bath,,777715
#23L,"Off-Market on 12/05/2016 at $4,795",2 beds,2 baths,"1,206 ftsq",777715
#23N,"Off-Market on 05/12/2015 at $3,295",1 bed,1 bath,686 ftsq,777715
#23P,"Off-Market on 10/13/2011 at $3,195",2 beds,1 bath,,777715
#24A,"Off-Market on 07/05/2014 at $2,675",1 bed,1 bath,650 ftsq,777715
#24B,"Off-Market on 10/28/2014 at $3,295",1 bed,1 bath,865 ftsq,777715
#24F,"Off-Market on 09/29/2014 at $3,295",2 beds,1 bath,,777715
#24G,"Off-Market on 04/28/2016 at $2,475",studio,1 bath,437 ftsq,777715
#24H,"Off-Market on 08/17/2018 at $2,750",studio,1 bath,461 ftsq,777715
#24J,"Off-Market on 08/08/2018 at $2,725",studio,1 bath,476 ftsq,777715
#24L,"Off-Market on 11/09/2016 at $4,895",2 beds,2 baths,"1,206 ftsq",777715
#24M,"Off-Market on 08/28/2018 at $3,695",1 bed,1 bath,792 ftsq,777715
#24N,"Off-Market on 01/31/2018 at $3,300",1 bed,1 bath,600 ftsq,777715
#24P,"Off-Market on 12/02/2014 at $3,525",2 beds,1 bath,,777715
#25A,"Off-Market on 08/13/2018 at $3,250",studio,1 bath,627 ftsq,777715
#25B,"Off-Market on 09/01/2012 at $2,995",1 bed,1 bath,865 ftsq,777715
#25D,"Off-Market on 11/12/2018 at $4,000",1 bed,2 baths,862 ftsq,777715
#25E,"Off-Market on 02/07/2018 at $4,703",2 beds,2 baths,"1,183 ftsq",777715
#25F,"Off-Market on 10/11/2017 at $3,615",2 beds,1 bath,726 ftsq,777715
#25H,"Listed for rent at $2,795",studio,1 bath,461 ftsq,777715
#25J,Off-Market,,,,777715
#25K,"Off-Market on 12/18/2014 at $2,315",studio,1 bath,,777715
#25L,"Off-Market on 04/24/2010 at $3,595",2 beds,2 baths,,777715
#25M,"Off-Market on 04/30/2014 at $2,895",1 bed,1 bath,,777715
#25N,"Off-Market on 03/23/2018 at $3,110",1 bed,1 bath,600 ftsq,777715
#25P,"Off-Market on 10/17/2013 at $3,450",2 beds,1 bath,,777715
#26A,"Off-Market on 07/20/2012 at $2,375",1 bed,,,777715
#26C,"Off-Market on 08/16/2018 at $2,895",studio,1 bath,505 ftsq,777715
#26D,"Off-Market on 10/16/2018 at $3,995",1 bed,2 baths,862 ftsq,777715
#26E,"Off-Market on 12/19/2017 at $4,887",2 beds,2 baths,"1,183 ftsq",777715
#26F,"Off-Market on 12/10/2011 at $2,895",2 beds,1 bath,,777715
#26G,"Off-Market on 10/25/2018 at $2,700",studio,1 bath,437 ftsq,777715
#26J,"Off-Market on 08/17/2012 at $2,050",1 bed,1 bath,,777715
#26L,"Listed for rent at $6,100",2 beds,2 baths,"1,199 ftsq",777715
#26M,"Off-Market on 01/24/2013 at $2,895",1 bed,1 bath,,777715
#26N,"Off-Market on 07/10/2017 at $3,595",1 bed,1 bath,660 ftsq,777715
#26P,"Off-Market on 07/18/2017 at $4,195",2 beds,1 bath,922 ftsq,777715
#V3D,"Off-Market on 11/27/2017 at $4,241",2 beds,2 baths,862 ftsq,777715
#V3E,"Off-Market on 11/27/2017 at $2,672",1 bed,1 bath,625 ftsq,777715
#V10G,"Off-Market on 11/27/2017 at $2,475",studio,1 bath,437 ftsq,777715
#3D1,"Off-Market on 02/09/2018 at $3,964",2 beds,2 baths,862 ftsq,777715
#3F2,"Off-Market on 01/06/2018 at $2,469",studio,1 bath,"5,050 ftsq",777715
#V21P,"Off-Market on 11/27/2017 at $3,850",2 beds,1 bath,922 ftsq,777715
#4F2,"Off-Market on 10/26/2017 at $2,870",studio,1 bath,585 ftsq,777715
#4L2,"Off-Market on 08/16/2018 at $4,800",2 beds,2 baths,921 ftsq,777715
#RES,Off-Market,,,"179,683 ftsq",777715
#COMM,Off-Market,,,"146,163 ftsq",777715
#5-0,"Off-Market on 06/29/2017 at $2,795",studio,1 bath,585 ftsq,777715
#5F1,"Off-Market on 11/20/2017 at $2,446",1 bed,1 bath,460 ftsq,777715
#5L2,"Off-Market on 04/13/2018 at $3,620",1 bed,1 bath,450 ftsq,777715
#6L2,"Off-Market on 08/08/2018 at $3,695",1 bed,1 bath,640 ftsq,777715
#7F2,"Off-Market on 04/21/2016 at $2,925",studio,1 bath,585 ftsq,777715
#7L2,"Off-Market on 07/09/2018 at $3,650",1 bed,1 bath,640 ftsq,777715
#8F2,"Off-Market on 07/23/2018 at $2,995",studio,1 bath,585 ftsq,777715
#10E1,"Off-Market on 04/04/2018 at $2,165",studio,1 bath,400 ftsq,777715
#10E2,"Off-Market on 02/10/2017 at $2,495",studio,1 bath,637 ftsq,777715
#16-5,"Off-Market on 12/13/2016 at $4,395",1 bed,1 bath,"1,200 ftsq",777715
NA_2118,Off-Market,,,,777715
#11D77,"Off-Market on 10/22/2016 at $4,095",2 beds,2 baths,860 ftsq,777715
#11D77,Off-Market,,,860 ftsq,777715
15PR10PX,"Off-Market on 10/09/2017 at $3,895",2 beds,1 bath,"1,206 ftsq",777715
15PR10PXI,"Off-Market on 09/15/2017 at $3,895",2 beds,1 bath,"1,206 ftsq",777715
15PR26LX,"Off-Market on 10/09/2017 at $6,195",2 beds,2 baths,"1,206 ftsq",777715
15PR26LXI,"Off-Market on 09/15/2017 at $6,195",2 beds,2 baths,"1,206 ftsq",777715
#16-11,"Off-Market on 12/13/2016 at $5,995",2 beds,2 baths,"1,250 ftsq",777715
#2375,"Off-Market on 10/03/2013 at $2,375",studio,1 bath,,777715
#5878,"Off-Market on 02/24/2017 at $2,874",1 bed,1 bath,600 ftsq,777715
15PR26G1,"Off-Market on 12/09/2017 at $2,469",studio,1 bath,437 ftsq,777715
15PR26G11,"Off-Market on 12/11/2017 at $2,469",studio,1 bath,437 ftsq,777715
#PH,Off-Market,,,"10,601 ftsq",777715
#1,"Listed for sale at $8,250,000",5 beds,2 baths,"4,068 ftsq",72190
#TH,Off-Market,,,"4,068 ftsq",72190
#1,"Sold on 06/08/2009 for $20,000,000",,,,73051
#2,"Off-Market on 01/09/2018 at $7,950",3 beds,2.5 baths,,73051
#PH,"Listed for rent at $3,500",1 bed,1 bath,,73051
#2A,Off-Market,,,,779432
#2D,Off-Market,,,,779432
#2B/C,Off-Market,,,,779432
#2F,Off-Market,,,,779432
#3A,"Sold on 09/22/2015 for $2,075,000",2 beds,1.5 baths,"1,290 ftsq",779432
#3E,Off-Market,,,,779432
#3BCD,"Sold on 10/16/2007 for $7,300,000",,,,779432
#4A,"Sold on 08/17/2017 for $1,960,000",2 beds,2 baths,,779432
#4B,Off-Market,,,,779432
#4C,Off-Market,,,,779432
#4D,Off-Market,,,,779432
#5A,"Sold on 06/11/2007 for $1,135,564",,,,779432
#5D,Off-Market,,,,779432
#5E,Off-Market,,,,779432
#5C/D,Off-Market,,,,779432
#6A,"Sold on 01/23/2017 for $712,520",,,"1,270 ftsq",779432
#6D,"Sold on 12/18/2017 for $2,500,000",1 bed,1.5 baths,"1,600 ftsq",779432
#6E,Off-Market,,,,779432
#6EF,Off-Market,,,,779432
#7A,"Sold on 11/15/2007 for $1,387,500",1 bed,1 bath,"1,270 ftsq",779432
#7B,"Sold on 02/27/2008 for $1,600,000",,,,779432
#7A/B,Off-Market,,,,779432
#7C,"Sold on 11/13/2012 for $1,500,000",,,,779432
#7D,"Sold on 05/09/2007 for $1,850,000",2 beds,2 baths,"1,500 ftsq",779432
#7E,"Sold on 05/13/2010 for $1,900,000",,,,779432
#7EF,"Sold on 05/15/2010 for $1,950,000",2 beds,2 baths,"2,200 ftsq",779432
#8D,"Listed for sale at $3,200,000",3 beds,2 baths,"1,610 ftsq",779432
#8B/C,Off-Market,,,,779432
#8BC,Off-Market,,,,779432
#9B,Off-Market,,,,779432
#9C,"Sold on 07/17/2013 for $1,575,000",1 bed,1 bath,"1,200 ftsq",779432
#9E,Off-Market,,,,779432
#10A,Sold on 04/16/2012 for $0,,,,779432
#10B,Off-Market,,,,779432
#10C,Off-Market,,,,779432
#10D,Off-Market,,,,779432
#10E,Off-Market,,,,779432
#10F,Off-Market,,,,779432
#8A/9A,Off-Market,,,,779432
#9E/10F,Off-Market,,,,779432
#9E10F,Off-Market,,,,779432
#2,"Off-Market on 09/22/2014 at $1,995",2 beds,1 bath,,74812
#3,"Off-Market on 09/24/2014 at $2,000",2 beds,1 bath,,74812
#3BR,"Off-Market on  at $4,200",3 beds,3 baths,,74812
#2A,"Off-Market on 08/06/2014 at $3,350",1 bed,1 bath,850 ftsq,786815
#2B,"Off-Market on 11/02/2017 at $3,300",1 bed,1 bath,700 ftsq,786815
#3A,"Off-Market on 09/02/2015 at $3,500",1 bed,1 bath,825 ftsq,786815
#B1,"Off-Market on 05/01/2009 at $3,995",2 beds,2 baths,,786815
#3B,"Off-Market on 07/17/2013 at $5,590",4 beds,2 baths,,786815
#4A,"Sold on 09/13/2006 for $1,325,000",3 beds,2 baths,"1,500 ftsq",786815
#4AB,"Sold on 08/21/2006 for $1,300,000",,,,786815
#6A,Sold on 08/26/2016 for $0,,,,786815
#G,"Off-Market on 09/06/2011 at $4,295",2 beds,2 baths,,786815
#GB,"Sold on 11/04/2015 for $1,075,000",2 beds,2 baths,"1,000 ftsq",786815
#1,"Off-Market on 07/14/2017 at $35,000",8 beds,5+ baths,"6,500 ftsq",72566
TOWNHOUSE,"Off-Market on 02/04/2014 at $28,000",7 beds,6+ baths,"5,700 ftsq",72566
#TH,"Off-Market on 05/09/2014 at $24,000",6 beds,6 baths,"5,700 ftsq",72566
#A,"Listed for rent at $1,900",1 bed,1 bath,,74437
#3,"Off-Market on 10/14/2017 at $2,295",2 beds,1 bath,800 ftsq,74437
TOWNHOUSE,"Off-Market on 05/09/2012 at $50,000",4 beds,4.5 baths,,72681
#TWNHSE,"Off-Market on 12/10/2013 at $20,000",2 beds,3 baths,,779459
TOWNHOUSE,"Off-Market on 08/04/2015 at $15,000",2 beds,3.5 baths,,779459
#TH,"Off-Market on 11/18/2015 at $6,500,000",3 beds,3.5 baths,"3,231 ftsq",779459
#2,"Off-Market on  at $2,000,000",1 bed,1 bath,,785884
#A,"Off-Market on 11/02/2018 at $5,220",3 beds,1 bath,"1,000 ftsq",785884
#D,"Off-Market on 01/10/2017 at $5,900",3 beds,3 baths,,785884
#5CK,Off-Market,,,,785884
#5LZ,Off-Market,,,,785884
#6B,"Off-Market on 10/06/2013 at $6,300",4 beds,2 baths,"1,800 ftsq",785884
#6K,"Off-Market on 07/18/2017 at $3,200",2 beds,1 bath,,785884
#15,Off-Market,,,"1,400 ftsq",785884
#50,"Off-Market on 04/04/2016 at $3,300",2 beds,1 bath,,785884
#105,"Off-Market on 04/12/2017 at $6,050",4 beds,2 baths,,785884
#107,"Off-Market on 06/30/2015 at $5,600",4 beds,2 baths,,785884
#108,"Off-Market on 07/24/2017 at $3,895",2 beds,1 bath,,785884
#112,"Off-Market on 08/27/2018 at $4,000",2 beds,1 bath,,785884
#115,Off-Market,,,,785884
#118,"Off-Market on 06/11/2018 at $6,350",4 beds,1 bath,,785884
#119,Off-Market,,,735 ftsq,785884
#201,"Off-Market on 04/02/2018 at $4,250",3 beds,1 bath,,785884
#202,"Off-Market on 07/26/2017 at $3,555",2 beds,1 bath,,785884
#203,"Off-Market on 09/20/2018 at $2,655",1 bed,1 bath,,785884
#204,"Off-Market on 08/14/2017 at $4,300",2 beds,1 bath,,785884
#205,"Off-Market on 06/01/2018 at $4,425",3 beds,1 bath,,785884
#207,"Off-Market on 04/09/2018 at $4,250",3 beds,1 bath,,785884
#211,"Off-Market on 02/22/2017 at $3,160",2 beds,1 bath,,785884
#212,"Off-Market on 07/12/2018 at $4,350",3 beds,1 bath,,785884
#213,"Off-Market on 05/24/2017 at $4,345",3 beds,2 baths,,785884
#214,"Off-Market on 05/05/2010 at $3,300",2 beds,1 bath,,785884
