,unit,status,no_rooms,no_bath,area(ftsq),id,date,price
19612,#10SE,Sold ,,,"1,913 ftsq",778427, 08/17/2005 ,1525000.0
19613,#10SW,Sold ,,,"1,873 ftsq",778427, 12/19/2002 ,975000.0
19614,#11NE,Sold ,2 beds,2.5 baths,"2,287 ftsq",778427, 04/05/2011 ,2525000.0
19615,#11W,Sold ,,,"2,698 ftsq",778427, 02/14/2005 ,2637500.0
19616,#12SE,Sold ,,,,778427, 01/28/2004 ,1525250.0
19617,#12NW,Sold ,,,"2,407 ftsq",778427, 12/27/2000 ,292500.0
19618,#12SW,Sold ,2 beds,2 baths,"2,000 ftsq",778427, 10/03/2017 ,3750000.0
19619,#UNK,Sold ,,,"2,651 ftsq",778427, 05/21/2002 ,1185000.0
19620,#2B,Sold ,1 bed,1 bath,638 ftsq,775517, 09/29/2009 ,360000.0
19621,#2C,Sold ,1 bed,1 bath,647 ftsq,775517, 08/10/2011 ,354000.0
19622,#2D,Sold ,1 bed,1 bath,700 ftsq,775517, 06/30/2014 ,500000.0
19623,#2F,Sold ,1 bed,1 bath,691 ftsq,775517, 08/14/2012 ,425000.0
19624,#3D,Sold ,2 beds,2 baths,"1,022 ftsq",775517, 03/12/2009 ,699000.0
19625,#3E,Sold ,1 bed,1 bath,623 ftsq,775517, 10/23/2008 ,440000.0
19626,#3G,Sold ,1 bed,1 bath,632 ftsq,775517, 11/14/2016 ,480000.0
19627,#3H,Sold ,1 bed,1 bath,578 ftsq,775517, 09/18/2013 ,385000.0
19628,#3I,Sold ,,,765 ftsq,775517, 11/10/2009 ,560000.0
19629,#3K,Sold ,1 bed,1 bath,632 ftsq,775517, 07/18/2018 ,556600.0
19630,#3L,Sold ,1 bed,1 bath,623 ftsq,775517, 09/07/2017 ,588000.0
19631,#3M,Sold ,1 bed,1 bath,574 ftsq,775517, 06/29/2015 ,336298.0
19632,#3P,Sold ,1 bed,1 bath,751 ftsq,775517, 02/26/2013 ,452000.0
19633,#3T,Sold ,,,691 ftsq,775517, 12/21/2004 ,295850.0
19634,#3U,Sold ,1 bed,1 bath,700 ftsq,775517, 11/20/2015 ,550000.0
19635,#3W,Sold ,1 bed,1 bath,691 ftsq,775517, 09/14/2018 ,537000.0
19636,#C1,Sold ,,,"3,785 ftsq",775517, 03/25/2015 ,0.0
19637,#4B,Sold ,,,"1,030 ftsq",775517, 05/05/2006 ,645000.0
19638,#4E,Sold ,1 bed,1 bath,634 ftsq,775517, 01/04/2012 ,192500.0
19639,#4F,Sold ,1 bed,1 bath,632 ftsq,775517, 12/23/2009 ,402500.0
19640,#4G,Sold ,1 bed,1 bath,625 ftsq,775517, 01/17/2006 ,421000.0
19641,#4H,Sold ,1 bed,1 bath,578 ftsq,775517, 03/23/2016 ,440000.0
19642,#4J,Sold ,,,765 ftsq,775517, 03/01/2011 ,312000.0
19643,#4K,Sold ,,,632 ftsq,775517, 12/09/2004 ,385000.0
19644,#4L,Sold ,1 bed,1 bath,632 ftsq,775517, 06/03/2016 ,420000.0
19645,#4M,Sold ,1 bed,1 bath,578 ftsq,775517, 06/03/2016 ,410000.0
19646,#4N,Sold ,,,571 ftsq,775517, 03/14/2003 ,278167.0
19647,#4O,Sold ,,,571 ftsq,775517, 03/14/2003 ,288470.0
19648,#4R,Sold ,2 beds,2 baths,"1,066 ftsq",775517, 01/05/2017 ,1150000.0
19649,#4S,Sold ,,,630 ftsq,775517, 06/18/2002 ,270000.0
19650,#4U,Sold ,1 bed,1 bath,630 ftsq,775517, 10/27/2017 ,575000.0
19651,#4V,Sold ,1 bed,1 bath,691 ftsq,775517, 10/29/2014 ,498000.0
19652,#5A,Sold ,1 bed,1 bath,725 ftsq,775517, 01/14/2015 ,525000.0
19653,#5B,Sold ,2 beds,2 baths,"1,087 ftsq",775517, 12/19/2009 ,749000.0
19654,#5C,Sold ,2 beds,2 baths,"1,025 ftsq",775517, 02/04/2008 ,815000.0
19655,#5D,Sold ,1 bed,1 bath,735 ftsq,775517, 04/05/2013 ,459000.0
19656,#5F,Sold ,1 bed,1 bath,623 ftsq,775517, 01/10/2014 ,470000.0
19657,#5I,Sold ,2 beds,1 bath,891 ftsq,775517, 01/27/2016 ,752000.0
19658,#5L,Sold ,,,632 ftsq,775517, 05/09/2011 ,0.0
19659,#5M,Sold ,,,574 ftsq,775517, 05/17/2002 ,237500.0
19660,#5P,Sold ,2 beds,2 baths,"1,000 ftsq",775517, 07/31/2017 ,985000.0
19661,#5R,Sold ,2 beds,2 baths,"1,066 ftsq",775517, 06/08/2011 ,665000.0
19662,#5T,Sold ,1 bed,1 bath,730 ftsq,775517, 06/27/2016 ,569000.0
19663,#5U,Sold ,1 bed,1 bath,630 ftsq,775517, 06/10/2016 ,559000.0
19664,#6C,Sold ,2 beds,2 baths,975 ftsq,775517, 08/15/2014 ,999500.0
19665,#6D,Sold ,2 beds,1 bath,735 ftsq,775517, 03/12/2018 ,710000.0
19666,#6E,Sold ,,,623 ftsq,775517, 07/20/1995 ,150500.0
19667,#6F,Sold ,2 beds,1 bath,632 ftsq,775517, 11/15/2013 ,455000.0
19668,#6G,Sold ,1 bed,1 bath,623 ftsq,775517, 06/12/2017 ,565000.0
19669,#6H,Sold ,1 bed,1 bath,578 ftsq,775517, 12/04/2015 ,475000.0
19670,#6I,Sold ,2 beds,1 bath,765 ftsq,775517, 09/27/2018 ,723000.0
19671,#6K,Sold ,1 bed,1 bath,632 ftsq,775517, 04/16/2015 ,470000.0
19672,#6M,Sold ,,,574 ftsq,775517, 03/29/2007 ,450000.0
19673,#6O,Sold ,,,632 ftsq,775517, 02/23/2006 ,398000.0
19674,#6P,Sold ,2 beds,2 baths,"1,000 ftsq",775517, 08/29/2012 ,565000.0
19675,#6T,Sold ,1 bed,1 bath,630 ftsq,775517, 10/25/2017 ,117174.0
19676,#6U,Sold ,,,630 ftsq,775517, 06/08/2000 ,200000.0
19677,#7A,Sold ,1 bed,1 bath,724 ftsq,775517, 06/28/2016 ,650000.0
19678,#7B,Sold ,,,"1,030 ftsq",775517, 05/04/2004 ,535000.0
19679,#7C,Sold ,2 beds,2 baths,936 ftsq,775517, 06/28/2016 ,970000.0
19680,#7D,Sold ,1 bed,1 bath,735 ftsq,775517, 07/17/2018 ,570000.0
19681,#7F,Sold ,1 bed,1 bath,632 ftsq,775517, 09/14/2012 ,380000.0
19682,#7H,Sold ,1 bed,1 bath,578 ftsq,775517, 02/07/2013 ,380000.0
19683,#7I,Sold ,2 beds,1 bath,765 ftsq,775517, 07/26/2013 ,541000.0
19684,#7J,Sold ,,,592 ftsq,775517, 02/03/2003 ,277000.0
19685,#7K,Sold ,2 beds,1 bath,632 ftsq,775517, 11/27/2013 ,469000.0
19686,#7L,Sold ,1 bed,1 bath,623 ftsq,775517, 04/25/2006 ,420000.0
19687,#7O,Sold ,1 bed,1 bath,632 ftsq,775517, 12/12/2014 ,477500.0
19688,#7P,Sold ,,,"1,000 ftsq",775517, 09/28/2007 ,730000.0
19689,#7S,Sold ,,,630 ftsq,775517, 06/04/2013 ,0.0
19690,#7T,Sold ,,,630 ftsq,775517, 09/24/2002 ,362000.0
19691,#7U,Sold ,1 bed,1 bath,630 ftsq,775517, 10/22/2018 ,0.0
19692,#7V,Sold ,1 bed,1 bath,646 ftsq,775517, 06/29/2015 ,520000.0
19693,#7W,Sold ,studio,1 bath,564 ftsq,775517, 07/06/2011 ,350000.0
19694,#8A,Sold ,1 bed,1 bath,724 ftsq,775517, 01/18/2017 ,751000.0
19695,#8C,Sold ,,,936 ftsq,775517, 05/26/1998 ,205000.0
19696,#8D,Sold ,1 bed,1 bath,730 ftsq,775517, 10/10/2013 ,520000.0
19697,#8E,Sold ,1 bed,1 bath,632 ftsq,775517, 12/07/2018 ,580000.0
19698,#8L,Sold ,1 bed,1 bath,623 ftsq,775517, 07/27/2015 ,510000.0
19699,#8M,Sold ,1 bed,1 bath,574 ftsq,775517, 07/27/2015 ,465000.0
19700,#8N,Sold ,1 bed,1 bath,575 ftsq,775517, 08/16/2017 ,535000.0
19701,#8O,Sold ,,,632 ftsq,775517, 02/25/2003 ,283920.0
19702,#8R,Sold ,2 beds,2 baths,"1,096 ftsq",775517, 11/06/2013 ,1010000.0
19703,#8T,Sold ,1 bed,1 bath,630 ftsq,775517, 01/06/2017 ,595000.0
19704,#8V,Sold ,1 bed,1 bath,691 ftsq,775517, 03/02/2016 ,560000.0
19705,#9A,Sold ,,,724 ftsq,775517, 10/21/2004 ,710000.0
19706,#9C,Sold ,2 beds,2 baths,"1,042 ftsq",775517, 12/18/2015 ,850000.0
19707,#9F,Sold ,,,"1,140 ftsq",775517, 09/09/2005 ,600000.0
19708,#9H,Sold ,2 beds,1 bath,890 ftsq,775517, 06/09/2017 ,825000.0
19709,#9K,Sold ,3 beds,3 baths,"1,345 ftsq",775517, 04/10/2013 ,950000.0
19710,#9L,Sold ,2 beds,2 baths,"1,311 ftsq",775517, 07/03/2012 ,636000.0
19711,#T1,Sold ,,,"13,668 ftsq",775517, 12/01/2016 ,3500000.0
19712,#SO,Sold ,,,632 ftsq,775517, 03/09/1998 ,137500.0
19713,#5H4,Sold ,,,"1,429 ftsq",775517, 07/02/1998 ,330000.0
19714,#9F/9G,Sold ,,,,775517, 10/28/1997 ,1475000.0
19715,#TH2,Sold ,,,"1,282 ftsq",775517, 10/20/2004 ,685000.0
19716,#TH5,Sold ,2 beds,3 baths,"2,126 ftsq",775517, 10/10/2012 ,635000.0
19717,#TH6,Sold ,,,"1,429 ftsq",775517, 03/07/2001 ,620000.0
19718,#TH9,Sold ,1 bed,1 bath,548 ftsq,775517, 12/04/2009 ,315000.0
19719,#PH9G,Sold ,2 beds,2 baths,"1,281 ftsq",775517, 07/15/2014 ,850000.0
19720,#PH9H,Sold ,2 beds,1 bath,886 ftsq,775517, 08/29/2014 ,795000.0
19721,#2,Sold ,,,"1,530 ftsq",779002, 02/25/2010 ,0.0
19722,#4,Sold ,,,"1,500 ftsq",779002, 12/12/2017 ,0.0
19723,#5,Sold ,4 beds,3 baths,"2,500 ftsq",779002, 03/30/2007 ,4150000.0
19724,#1,Sold ,,,"2,438 ftsq",780547, 01/11/2001 ,1527500.0
19725,#2,Sold ,,,"1,617 ftsq",780547, 08/20/2004 ,1600000.0
19726,#3,Sold ,2 beds,2 baths,"1,650 ftsq",780547, 05/06/2017 ,3300000.0
19727,#3,Sold ,1 bed,2 baths,"1,641 ftsq",780547, 05/03/2017 ,3047500.0
19728,#4,Sold ,2 beds,2 baths,"1,650 ftsq",780547, 08/01/2014 ,3000000.0
19729,#PH,Sold ,,,"2,177 ftsq",780547, 10/08/2003 ,1731025.0
19730,#2A,Sold ,,,,773115, 12/01/2010 ,941881.0
19731,#3,Sold ,,,,773115, 09/21/2011 ,824918.0
19732,#3A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 11/27/2013 ,1995000.0
19733,#3B,Sold ,1 bed,1 bath,865 ftsq,773115, 09/21/2011 ,824918.0
19734,#3C,Sold ,2 beds,2 baths,"1,088 ftsq",773115, 06/10/2015 ,1610000.0
19735,#3D,Sold ,2 beds,2 baths,"1,427 ftsq",773115, 04/11/2018 ,2350000.0
19736,#3H,Sold ,3 beds,4.5 baths,"1,978 ftsq",773115, 04/18/2012 ,2851100.0
19737,#3J,Sold ,3 beds,3.5 baths,"1,807 ftsq",773115, 11/04/2008 ,2408161.0
19738,#3K,Sold ,1 bed,1 bath,887 ftsq,773115, 02/19/2009 ,799326.0
19739,#3L,Sold ,3 beds,4 baths,"2,095 ftsq",773115, 08/11/2008 ,2240150.0
19740,#3M,Sold ,3 beds,3 baths,"1,439 ftsq",773115, 08/12/2014 ,1670000.0
19741,#3N,Sold ,2 beds,2 baths,"1,558 ftsq",773115, 02/16/2012 ,1380000.0
19742,#3R,Sold ,4 beds,3 baths,"2,156 ftsq",773115, 08/29/2008 ,2698362.0
19743,#4A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 12/20/2010 ,1200000.0
19744,#4E,Sold ,2 beds,2 baths,"1,044 ftsq",773115, 02/09/2017 ,1725000.0
19745,#4F,Sold ,1 bed,2 baths,822 ftsq,773115, 05/23/2008 ,967337.0
19746,#4J,Sold ,3 beds,3 baths,"1,842 ftsq",773115, 07/11/2008 ,2535442.0
19747,#4K,Sold ,1 bed,1 bath,887 ftsq,773115, 06/03/2016 ,1215000.0
19748,#4L,Sold ,3 beds,4 baths,"2,095 ftsq",773115, 09/22/2008 ,2268000.0
19749,#4N,Sold ,3 beds,3 baths,"1,580 ftsq",773115, 08/21/2008 ,1608835.0
19750,#4R,Sold ,3 beds,3 baths,"2,156 ftsq",773115, 11/15/2014 ,4000000.0
19751,#4T,Sold ,3 beds,3.5 baths,,773115, 05/16/2008 ,2535422.0
19752,#5A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 04/11/2014 ,2030000.0
19753,#5D,Sold ,2 beds,2 baths,"1,427 ftsq",773115, 09/15/2016 ,2357500.0
19754,#5F,Sold ,,,,773115, 06/17/2008 ,987702.0
19755,#5J,Sold ,3 beds,3.5 baths,"1,842 ftsq",773115, 11/09/2012 ,2500000.0
19756,#5K,Sold ,1 bed,1 bath,887 ftsq,773115, 03/30/2015 ,1190000.0
19757,#5L,Sold ,3 beds,4 baths,"2,095 ftsq",773115, 05/05/2017 ,3500000.0
19758,#5M,Sold ,3 beds,3 baths,"1,450 ftsq",773115, 11/16/2017 ,0.0
19759,#5N,Sold ,,,,773115, 08/29/2008 ,1624108.0
19760,#5R,Sold ,4 beds,3 baths,"2,156 ftsq",773115, 06/12/2008 ,3008928.0
19761,#5S,Sold ,2 beds,2.5 baths,"1,320 ftsq",773115, 06/14/2016 ,2770000.0
19762,#6A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 12/03/2015 ,2200000.0
19763,#6B,Sold ,1 bed,1 bath,865 ftsq,773115, 12/12/2012 ,880000.0
19764,#6D,Sold ,,,,773115, 05/16/2008 ,1675021.0
19765,#6F,Sold ,1 bed,1.5 baths,822 ftsq,773115, 06/21/2018 ,1450000.0
19766,#6H,Sold ,3 beds,4 baths,"1,978 ftsq",773115, 05/20/2008 ,2902012.0
19767,#6J,Sold ,,,,773115, 08/04/2008 ,2565990.0
19768,#6K,Sold ,1 bed,1 bath,887 ftsq,773115, 11/15/2017 ,1350000.0
19769,#6M,Sold ,,,,773115, 06/05/2008 ,1578287.0
19770,#6N,Sold ,3 beds,3 baths,"1,580 ftsq",773115, 05/19/2008 ,1629200.0
19771,#6T,Sold ,3 beds,4 baths,"1,816 ftsq",773115, 07/08/2011 ,2220000.0
19772,#7A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 08/04/2016 ,2215000.0
19773,#7C,Sold ,,,,773115, 05/25/2017 ,1715000.0
19774,#7D,Sold ,2 beds,2 baths,"1,427 ftsq",773115, 06/27/2015 ,2485000.0
19775,#7H,Sold ,3 beds,4 baths,,773115, 06/18/2015 ,3600000.0
19776,#7K,Sold ,,,,773115, 07/31/2013 ,945000.0
19777,#7L,Sold ,3 beds,4 baths,"2,095 ftsq",773115, 08/23/2016 ,3200000.0
19778,#7M,Sold ,3 beds,3 baths,"1,449 ftsq",773115, 07/03/2008 ,1557922.0
19779,#7N,Sold ,3 beds,3 baths,"1,580 ftsq",773115, 06/25/2009 ,1597786.0
19780,#7R,Sold ,,,,773115, 06/03/2008 ,3090388.0
19781,#7S,Sold ,,,,773115, 06/07/2018 ,2710000.0
19782,#7T,Sold ,3 beds,3.5 baths,"1,807 ftsq",773115, 04/12/2012 ,96095.0
19783,#8A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 07/19/2018 ,2375000.0
19784,#8C,Sold ,2 beds,2 baths,"1,090 ftsq",773115, 06/30/2010 ,975000.0
19785,#8F,Sold ,3 beds,3 baths,"1,914 ftsq",773115, 08/23/2016 ,3625000.0
19786,#8H,Sold ,3 beds,4 baths,"2,000 ftsq",773115, 01/25/2018 ,4150000.0
19787,#8J,Sold ,,,,773115, 03/07/2018 ,0.0
19788,#8K,Sold ,1 bed,1 bath,887 ftsq,773115, 04/22/2009 ,814600.0
19789,#8N,Sold ,3 beds,3 baths,"1,600 ftsq",773115, 12/14/2016 ,2750000.0
19790,#8R,Sold ,4 beds,3 baths,"2,156 ftsq",773115, 06/20/2008 ,3131118.0
19791,#8S,Sold ,2 beds,2 baths,"1,320 ftsq",773115, 01/17/2014 ,2250000.0
19792,#8T,Sold ,,,,773115, 05/15/2008 ,2698362.0
19793,#9A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 07/12/2011 ,1563013.0
19794,#9F,Sold ,,,,773115, 06/04/2008 ,2413252.0
19795,#9J,Sold ,4 beds,3.5 baths,"2,729 ftsq",773115, 09/23/2010 ,3300000.0
19796,#9N,Sold ,3 beds,3 baths,"1,580 ftsq",773115, 06/06/2008 ,1883762.0
19797,#9R,Sold ,3 beds,3 baths,"2,156 ftsq",773115, 08/19/2016 ,4275000.0
19798,#9T,Sold ,3 beds,3.5 baths,"1,807 ftsq",773115, 12/10/2010 ,2600000.0
19799,#10A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 06/18/2015 ,2225000.0
19800,#10B,Sold ,1 bed,1 bath,865 ftsq,773115, 07/29/2008 ,957155.0
19801,#10F,Sold ,3 beds,3 baths,"1,914 ftsq",773115, 02/24/2014 ,3200000.0
19802,#10J,Sold ,,,,773115, 09/29/2008 ,3563875.0
19803,#10L,Sold ,3 beds,4 baths,"2,095 ftsq",773115, 01/11/2013 ,2375000.0
19804,#10M,Sold ,3 beds,3 baths,"1,449 ftsq",773115, 08/03/2016 ,2365000.0
19805,#10N,Sold ,3 beds,3 baths,"1,580 ftsq",773115, 05/24/2017 ,2850000.0
19806,#10R,Sold ,4 beds,3 baths,"2,156 ftsq",773115, 06/23/2014 ,4125000.0
19807,#10S,Sold ,2 beds,2.5 baths,"1,320 ftsq",773115, 06/16/2017 ,2100000.0
19808,#10JK,Sold ,4 beds,5.5 baths,"2,720 ftsq",773115, 03/10/2008 ,3715000.0
19809,#11A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 08/15/2014 ,2200000.0
19810,#11C,Sold ,2 beds,2 baths,"1,088 ftsq",773115, 06/21/2010 ,983629.0
19811,#11F,Sold ,3 beds,3 baths,"1,914 ftsq",773115, 09/12/2013 ,3169683.0
19812,#11H,Sold ,3 beds,4 baths,"1,978 ftsq",773115, 10/09/2018 ,0.0
19813,#11J,Sold ,3 beds,3.5 baths,"1,842 ftsq",773115, 04/15/2010 ,2068000.0
19814,#11L,Sold ,3 beds,4 baths,"2,095 ftsq",773115, 07/31/2012 ,2301245.0
19815,#11M,Sold ,3 beds,3 baths,,773115, 03/30/2011 ,1451006.0
19816,#11N,Sold ,3 beds,3 baths,"1,580 ftsq",773115, 06/22/2017 ,2950000.0
19817,#11R,Sold ,3 beds,3 baths,"2,156 ftsq",773115, 05/29/2015 ,4375000.0
19818,#11S,Sold ,,,,773115, 08/07/2008 ,2097595.0
19819,#12A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 10/27/2015 ,2325000.0
19820,#12D,Sold ,2 beds,2 baths,"1,427 ftsq",773115, 12/17/2012 ,0.0
19821,#12F,Sold ,3 beds,3 baths,"1,914 ftsq",773115, 02/24/2011 ,2341975.0
19822,#12J,Sold ,4 beds,3.5 baths,"2,729 ftsq",773115, 02/19/2016 ,5450000.0
19823,#12L,Sold ,3 beds,4 baths,"2,095 ftsq",773115, 06/21/2012 ,2428526.0
19824,#12M,Sold ,3 beds,3 baths,"1,449 ftsq",773115, 02/14/2014 ,2150000.0
19825,#12R,Sold ,4 beds,3 baths,"2,156 ftsq",773115, 06/29/2010 ,3183073.0
19826,#12JK,Sold ,5 beds,5+ baths,"2,729 ftsq",773115, 08/18/2010 ,3365000.0
19827,#14A,Sold ,2 beds,2 baths,"1,484 ftsq",773115, 11/03/2008 ,1669930.0
19828,#14B,Sold ,1 bed,1 bath,865 ftsq,773115, 08/25/2008 ,977825.0
19829,#14C,Sold ,2 beds,2 baths,"1,088 ftsq",773115, 12/19/2017 ,1875000.0
19830,#14D,Sold ,3 beds,3 baths,"2,345 ftsq",773115, 03/14/2018 ,4250000.0
19831,#14E,Sold ,3 beds,3 baths,"2,226 ftsq",773115, 10/22/2008 ,2667815.0
19832,#14F,Sold ,3 beds,3 baths,"1,910 ftsq",773115, 08/14/2012 ,2240150.0
19833,#14H,Sold ,3 beds,4 baths,"2,613 ftsq",773115, 11/13/2018 ,5350000.0
19834,#14J,Sold ,,,,773115, 09/09/2016 ,6200000.0
19835,#14M,Sold ,,,,773115, 08/07/2008 ,2265606.0
19836,#14N,Sold ,3 beds,3 baths,"1,580 ftsq",773115, 05/25/2018 ,3100000.0
19837,#14R,Sold ,2 beds,3 baths,"2,156 ftsq",773115, 05/30/2017 ,4290000.0
19838,#14T,Sold ,,,,773115, 08/06/2008 ,2902012.0
19839,#14JK,Sold ,4 beds,4 baths,"2,729 ftsq",773115, 09/10/2016 ,6500000.0
19840,#15J,Sold ,2 beds,2.5 baths,"1,584 ftsq",773115, 09/26/2017 ,0.0
19841,#15K,Sold ,1 bed,1 bath,887 ftsq,773115, 02/06/2009 ,840056.0
19842,#15R,Sold ,,,,773115, 08/29/2008 ,3477323.0
19843,#15S,Sold ,2 beds,2.5 baths,"1,320 ftsq",773115, 08/19/2008 ,2443800.0
19844,#CAFE,Sold ,,,,773115, 05/15/2015 ,1.0
19845,#16C,Sold ,1 bed,2 baths,985 ftsq,773115, 03/27/2013 ,0.0
19846,#16D,Sold ,,,,773115, 09/06/2018 ,0.0
19847,#16F,Sold ,1 bed,2 baths,"1,092 ftsq",773115, 12/10/2008 ,1170987.0
19848,#16DE,Sold ,4 beds,6.5 baths,"3,562 ftsq",773115, 03/10/2008 ,6200000.0
19849,#17B,Sold ,2 beds,2.5 baths,"1,439 ftsq",773115, 11/08/2012 ,1750000.0
19850,#17C,Sold ,3 beds,3.5 baths,"1,930 ftsq",773115, 10/07/2011 ,2494712.0
19851,#17E,Sold ,2 beds,2.5 baths,"1,580 ftsq",773115, 11/26/2008 ,2596537.0
19852,#18A,Sold ,3 beds,3 baths,"1,587 ftsq",773115, 05/27/2014 ,2550000.0
19853,#18B,Sold ,2 beds,2.5 baths,"1,439 ftsq",773115, 05/25/2016 ,2650000.0
19854,#18E,Sold ,2 beds,2.5 baths,"1,580 ftsq",773115, 09/17/2016 ,1550000.0
19855,#19B,Sold ,2 beds,2.5 baths,"1,439 ftsq",773115, 09/22/2010 ,1505000.0
19856,#19C,Sold ,3 beds,3.5 baths,"1,930 ftsq",773115, 04/06/2012 ,2545625.0
19857,#19D,Sold ,3 beds,4 baths,"1,982 ftsq",773115, 10/09/2018 ,4175000.0
19858,#20A,Sold ,3 beds,3 baths,"1,587 ftsq",773115, 01/13/2014 ,1125000.0
19859,#20B,Sold ,2 beds,3.5 baths,"1,439 ftsq",773115, 02/04/2015 ,2665000.0
19860,#20D,Sold ,3 beds,3.5 baths,"1,985 ftsq",773115, 01/12/2016 ,4285125.0
19861,#20E,Sold ,2 beds,2.5 baths,"1,580 ftsq",773115, 07/06/2018 ,3100000.0
19862,#20F,Sold ,1 bed,2 baths,"1,092 ftsq",773115, 06/08/2017 ,1802500.0
19863,#21A,Sold ,3 beds,3 baths,"1,587 ftsq",773115, 05/11/2018 ,2875000.0
19864,#21C,Sold ,3 beds,3.5 baths,"1,930 ftsq",773115, 07/28/2011 ,2494712.0
19865,#21D,Sold ,2 beds,2.5 baths,"1,985 ftsq",773115, 06/29/2017 ,4275000.0
19866,#21E,Sold ,2 beds,2.5 baths,"1,580 ftsq",773115, 11/26/2008 ,2418343.0
19867,#21F,Sold ,1 bed,2 baths,"1,092 ftsq",773115, 10/02/2008 ,1374637.0
19868,#22A,Sold ,3 beds,3 baths,"1,587 ftsq",773115, 03/08/2016 ,2850000.0
19869,#22B,Sold ,2 beds,2.5 baths,"1,439 ftsq",773115, 06/11/2013 ,1945000.0
19870,#22F,Sold ,1 bed,2 baths,"1,092 ftsq",773115, 10/25/2008 ,1400000.0
19871,#23A,Sold ,3 beds,3 baths,"1,587 ftsq",773115, 01/17/2017 ,0.0
19872,#23B,Sold ,2 beds,2.5 baths,"1,439 ftsq",773115, 06/09/2011 ,1700000.0
19873,#23C,Sold ,3 beds,3.5 baths,"1,930 ftsq",773115, 06/18/2018 ,3448000.0
19874,#24F,Sold ,1 bed,2 baths,"1,092 ftsq",773115, 07/23/2010 ,1196443.0
19875,#25D,Sold ,3 beds,4 baths,"1,985 ftsq",773115, 07/31/2017 ,4350000.0
19876,#25E,Sold ,2 beds,2 baths,"1,580 ftsq",773115, 12/30/2008 ,2616902.0
19877,#25F,Sold ,1 bed,2 baths,"1,092 ftsq",773115, 10/07/2011 ,1282995.0
19878,#26B,Sold ,2 beds,2.5 baths,"1,439 ftsq",773115, 05/30/2017 ,2575000.0
19879,#26D,Sold ,4 beds,7+ baths,"4,655 ftsq",773115, 07/28/2016 ,10000000.0
19880,#26F,Sold ,1 bed,1.5 baths,"1,077 ftsq",773115, 06/04/2018 ,1900000.0
19881,#26DEF,Sold ,5 beds,7 baths,"4,675 ftsq",773115, 07/30/2016 ,12000000.0
19882,#RH1,Sold ,,,,773115, 10/06/2008 ,3665700.0
19883,#RH2,Sold ,3 beds,3 baths,"2,327 ftsq",773115, 01/17/2014 ,8000000.0
19884,#27AB,Sold ,4 beds,3.5 baths,"3,100 ftsq",773115, 11/14/2017 ,5750000.0
19885,#27C,Sold ,3 beds,3.5 baths,"1,930 ftsq",773115, 04/08/2010 ,2408161.0
19886,#RH3,Sold ,,,,773115, 05/19/2010 ,8655125.0
19887,#27F,Sold ,1 bed,2 baths,"1,092 ftsq",773115, 09/16/2011 ,1333907.0
19888,#27DE,Sold ,5 beds,6.5 baths,"3,562 ftsq",773115, 11/19/2010 ,2396451.0
19889,#28AB,Sold ,4 beds,3.5 baths,"3,100 ftsq",773115, 01/12/2015 ,6000000.0
19890,#28D,Sold ,3 beds,4 baths,"1,985 ftsq",773115, 12/21/2011 ,10.0
19891,#28F,Sold ,,,,773115, 12/21/2011 ,10.0
19892,#29AB,Sold ,4 beds,4.5 baths,"3,026 ftsq",773115, 09/07/2012 ,4480300.0
19893,#29C,Sold ,3 beds,3.5 baths,"1,930 ftsq",773115, 01/27/2014 ,3980000.0
19894,#29DE,Sold ,5 beds,6+ baths,"3,500 ftsq",773115, 05/26/2011 ,6250000.0
19895,#PF31F,Sold ,1 bed,2 baths,"1,100 ftsq",773115, 11/13/2013 ,1850000.0
19896,#30A,Sold ,3 beds,3 baths,"1,587 ftsq",773115, 05/24/2011 ,2219785.0
19897,#30B,Sold ,,,,773115, 12/17/2008 ,2341975.0
19898,#GARAG,Sold ,,,,773115, 10/04/2016 ,0.0
19899,#SR1,Sold ,,,,773115, 12/24/2014 ,100000.0
19900,#SR2,Sold ,,,,773115, 12/24/2014 ,100000.0
19901,#SR3,Sold ,,,,773115, 12/24/2014 ,100000.0
19902,#GARGE,Sold ,,,,773115, 09/12/2013 ,53000000.0
19903,#LRU,Sold ,,,,773115, 12/24/2014 ,100000.0
19904,#POETS,Sold ,,,,773115, 10/15/2008 ,0.0
19905,#PH14L,Sold ,3 beds,3.5 baths,"2,095 ftsq",773115, 03/09/2008 ,3225000.0
19906,#PH31A,Sold ,,,,773115, 01/13/2009 ,6064951.0
19907,#PH31DC,Sold ,4 beds,4 baths,"2,443 ftsq",773115, 03/08/2008 ,4531250.0
19908,#1,Sold ,1 bed,1 bath,,785661, 04/04/2012 ,363500.0
19909,#10,Sold ,studio,1.5 baths,"1,000 ftsq",785661, 07/06/2010 ,785000.0
