,unit,status,no_rooms,no_bath,area(ftsq),id,date,price
302,#1605,"Off-Market,rent",studio,1 bath,,776902, 09/15/2017 ,2562.0
303,#1606,"Off-Market,rent",studio,1 bath,500 ftsq,776902, 09/08/2017 ,2562.0
304,#1608,"Off-Market,rent",1 bed,1 bath,,776902, 01/16/2015 ,3165.0
305,#1609,"Off-Market,rent",2 beds,1 bath,,776902, 03/10/2017 ,2940.0
306,#1610,"Off-Market,rent",1 bed,,500 ftsq,776902, 05/21/2016 ,2895.0
307,#1612,"Off-Market,rent",studio,1 bath,500 ftsq,776902, 01/18/2018 ,2377.0
308,#1614,"Off-Market,rent",2 beds,1 bath,,776902, 02/02/2018 ,3231.0
309,#1615,"Off-Market,rent",1 bed,1 bath,,776902, 03/08/2018 ,3203.0
310,#1616,"Off-Market,rent",studio,1 bath,,776902, 03/29/2014 ,1850.0
311,#1701,"Off-Market,rent",1 bed,1 bath,,776902, 09/26/2016 ,3479.0
312,#1702,"Off-Market,rent",studio,1 bath,,776902, 05/07/2016 ,2363.0
313,#1704,"Off-Market,rent",1 bed,1 bath,,776902, 09/13/2016 ,3495.0
314,#1705,"Off-Market,rent",studio,1 bath,,776902, 08/25/2017 ,2497.0
315,#1706,"Off-Market,rent",studio,1 bath,,776902, 10/13/2013 ,2177.0
316,#1707,"Off-Market,rent",1 bed,1 bath,,776902, 05/19/2018 ,3495.0
317,#1708,"Off-Market,rent",1 bed,1 bath,,776902, 05/15/2018 ,3450.0
318,#1712,"Off-Market,rent",studio,1 bath,,776902, 01/27/2012 ,2220.0
319,#1714,"Off-Market,rent",2 beds,1 bath,,776902, 04/21/2018 ,3425.0
320,#1803,"Off-Market,rent",studio,1 bath,,776902, 06/01/2015 ,2615.0
321,#1804,"Off-Market,rent",1 bed,1 bath,,776902, 08/09/2013 ,2840.0
322,#1805,"Off-Market,rent",studio,1 bath,,776902, 08/19/2016 ,2521.0
323,#1807,"Off-Market,rent",1 bed,1 bath,,776902, 08/02/2014 ,3160.0
324,#1809,"Off-Market,rent",1 bed,1 bath,,776902, 07/18/2017 ,3139.0
325,#1810,"Off-Market,rent",studio,1 bath,550 ftsq,776902, 07/08/2016 ,2595.0
326,#1901,"Off-Market,rent",1 bed,1 bath,,776902, 02/24/2018 ,3387.0
327,#1902,"Off-Market,rent",1 bed,1 bath,,776902, 05/19/2018 ,3575.0
328,#1903,"Off-Market,rent",2 beds,1 bath,,776902, 09/29/2018 ,3584.0
329,#1904,"Off-Market,rent",1 bed,1 bath,,776902, 06/15/2018 ,3395.0
330,#1905,"Off-Market,rent",1 bed,1 bath,,776902, 02/28/2012 ,2335.0
331,#1906,"Off-Market,rent",2 beds,1 bath,,776902, 06/10/2017 ,3254.0
332,#1908,"Off-Market,rent",1 bed,1 bath,,776902, 07/23/2017 ,2979.0
333,#1909,"Off-Market,rent",2 beds,1 bath,,776902, 04/12/2017 ,3025.0
334,#2001,"Off-Market,rent",1 bed,1 bath,,776902, 06/11/2017 ,3345.0
335,#2002,"Off-Market,rent",1 bed,1 bath,,776902, 11/30/2013 ,3020.0
336,#2003,"Off-Market,rent",2 beds,1 bath,,776902, 08/30/2017 ,3483.0
337,#2004,"Off-Market,rent",1 bed,1 bath,750 ftsq,776902, 09/03/2014 ,3175.0
338,#2005,"Off-Market,rent",1 bed,1 bath,700 ftsq,776902, 02/02/2017 ,2704.0
339,#2006,"Off-Market,rent",2 beds,1 bath,,776902, 08/13/2013 ,2930.0
340,#2008,"Off-Market,rent",1 bed,1 bath,750 ftsq,776902, 03/07/2017 ,2752.0
341,#2009,"Off-Market,rent",2 beds,1 bath,,776902, 11/30/2017 ,3111.0
342,#2101,"Off-Market,rent",studio,1 bath,,776902, 02/25/2016 ,2430.0
343,#2102,"Off-Market,rent",studio,1 bath,,776902, 06/11/2017 ,2658.0
344,#2103,"Off-Market,rent",1 bed,1 bath,,776902, 07/30/2013 ,3200.0
345,#2104,"Off-Market,rent",studio,1 bath,,776902, 10/03/2013 ,2195.0
346,#2105,"Off-Market,rent",1 bed,1 bath,,776902, 04/24/2018 ,3595.0
347,#2106,"Off-Market,rent",1 bed,1 bath,,776902, 09/24/2015 ,3550.0
348,#2107,"Off-Market,rent",1 bed,1 bath,,776902, 07/07/2018 ,2675.0
349,#2108,"Off-Market,rent",2 beds,1 bath,750 ftsq,776902, 12/19/2017 ,3155.0
350,#2201,"Off-Market,rent",studio,1 bath,,776902, 07/22/2017 ,2497.0
351,#2203,"Off-Market,rent",1 bed,1 bath,,776902, 04/18/2018 ,3395.0
352,#2204,"Off-Market,rent",studio,1 bath,,776902, 09/02/2016 ,2360.0
353,#2205,"Off-Market,rent",1 bed,1 bath,,776902, 01/12/2018 ,3085.0
354,#2206,"Off-Market,rent",2 beds,1 bath,,776902, 07/08/2013 ,3020.0
355,#2207,"Off-Market,rent",2 beds,1 bath,,776902, 09/25/2015 ,2550.0
356,#2208,"Off-Market,rent",1 bed,1 bath,,776902, 04/12/2018 ,3350.0
357,#2301,"Off-Market,rent",studio,1 bath,,776902, 06/01/2015 ,2595.0
358,#2302,"Off-Market,rent",studio,1 bath,,776902, 06/06/2018 ,2795.0
359,#2303,"Off-Market,rent",2 beds,1 bath,750 ftsq,776902, 05/24/2016 ,3042.0
360,#2304,"Off-Market,rent",2 beds,1 bath,750 ftsq,776902, 09/19/2013 ,2895.0
361,#2305,"Off-Market,rent",1 bed,1 bath,,776902, 02/04/2015 ,2980.0
362,#2306,"Off-Market,rent",2 beds,1 bath,,776902, 07/08/2016 ,3450.0
363,#2307,"Off-Market,rent",studio,1 bath,,776902, 05/03/2018 ,2650.0
364,#2308,"Off-Market,rent",1 bed,1 bath,,776902, 02/04/2015 ,2960.0
365,#2401,"Off-Market,rent",studio,1 bath,,776902, 06/30/2017 ,2800.0
366,#2402,"Off-Market,rent",1 bed,1 bath,,776902, 08/25/2017 ,3139.0
367,#2403,"Off-Market,rent",2 beds,1 bath,700 ftsq,776902, 03/06/2012 ,2665.0
368,#2404,"Off-Market,rent",1 bed,1 bath,,776902, 03/21/2013 ,3200.0
369,#2405,"Off-Market,rent",2 beds,1 bath,750 ftsq,776902, 04/21/2018 ,3550.0
370,#2406,"Off-Market,rent",2 beds,1 bath,,776902, 05/10/2017 ,3395.0
371,#2502,"Off-Market,rent",2 beds,2 baths,,776902, 07/07/2009 ,5100.0
372,#4035,"Off-Market,rent",3 beds,1 bath,,776902, 04/25/2013 ,3705.0
373,#4040,"Off-Market,rent",3 beds,1 bath,,776902, 05/17/2013 ,4445.0
374,#4049,"Off-Market,rent",3 beds,1 bath,,776902, 06/10/2013 ,4445.0
375,#4123,"Off-Market,rent",2 beds,1 bath,,776902, 07/12/2013 ,2850.0
376,#4128,"Off-Market,rent",2 beds,1 bath,,776902, 07/15/2013 ,2850.0
377,#604-1,"Off-Market,rent",studio,1 bath,,776902, 01/12/2017 ,2255.0
378,20TH-FL,"Off-Market,rent",1 bed,1 bath,500 ftsq,776902, 07/02/2014 ,3095.0
379,#PH1,"Off-Market,rent",3 beds,2 baths,"1,300 ftsq",776902, 02/07/2013 ,4995.0
380,#PH3,"Off-Market,rent",1 bed,1 bath,,776902, 02/02/2017 ,3137.0
381,#PH2,"Off-Market,rent",2 beds,2 baths,"1,100 ftsq",776902, 06/17/2017 ,4670.0
382,#PH21,"Off-Market,rent",2 beds,2 baths,"1,100 ftsq",776902, 04/24/2013 ,4940.0
383,#1FE,"Off-Market,rent",1 bed,1 bath,500 ftsq,785972, 09/12/2018 ,2200.0
384,#1FW,"Off-Market,rent",1 bed,1 bath,500 ftsq,785972, 04/03/2016 ,2195.0
385,#4,"Off-Market,sale",2 beds,1 bath,,785972, 02/27/2015 ,685000.0
386,#D,"Off-Market,sale",2 beds,1 bath,,785972, 02/08/2018 ,893000.0
387,#2,"Off-Market,rent",2 beds,1 bath,,785993, 01/02/2015 ,3295.0
388,#A1,"Off-Market,rent",2 beds,1 bath,,785993, 06/07/2018 ,3995.0
389,#B,"Off-Market,rent",1 bed,1 bath,,785993, 02/27/2017 ,2895.0
390,#B2,"Off-Market,rent",2 beds,1 bath,,785993, 02/09/2017 ,3495.0
391,#B3,"Off-Market,rent",2 beds,1 bath,,785993, 05/31/2018 ,3895.0
392,#C2,"Off-Market,rent",2 beds,1 bath,,785993, 08/31/2018 ,3495.0
393,#C3,"Off-Market,rent",2 beds,1 bath,,785993, 03/06/2017 ,3495.0
394,#D2,"Off-Market,rent",2 beds,1 bath,,785993, 04/29/2018 ,3695.0
395,#D3,"Off-Market,rent",2 beds,1 bath,,785993, 04/28/2018 ,3695.0
396,#6,"Off-Market,rent",2 beds,1 bath,,785993, 05/19/2015 ,4200.0
397,#E1,"Off-Market,rent",2 beds,1 bath,,785993, 04/01/2017 ,3595.0
398,#E3,"Off-Market,rent",2 beds,1 bath,,785993, 07/20/2018 ,3695.0
399,#VAR1B,"Off-Market,rent",1 bed,1 bath,,785993, 12/30/2010 ,1550.0
400,#PROF,"Off-Market,rent",1 bed,1 bath,,73306, 07/24/2013 ,4500.0
401,MAISONETTE,"Off-Market,rent",1 bed,1 bath,,73306, 02/19/2013 ,4500.0
402,#2A,"Off-Market,rent",4 beds,2 baths,,785126, 09/27/2018 ,6300.0
403,#2B,"Off-Market,rent",4 beds,2 baths,,785126, 10/23/2018 ,5890.0
404,#2C,"Off-Market,rent",4 beds,2 baths,,785126, 01/11/2016 ,5600.0
405,#3B,"Off-Market,rent",4 beds,2 baths,,785126, 01/24/2017 ,6000.0
406,#5B,"Off-Market,rent",3 beds,2 baths,,785126, 08/13/2017 ,5500.0
407,#3,"Off-Market,sale",4 beds,2 baths,"4,000 ftsq",782068, 04/23/2015 ,15000.0
408,#5,"Off-Market,sale",3 beds,3 baths,"3,800 ftsq",782068, 10/26/2013 ,11000.0
409,#5JJ,"Off-Market,rent",3 beds,2 baths,"3,000 ftsq",782068, 06/13/2012 ,8800.0
410,#2A,"Off-Market,rent",2 beds,2 baths,,785961, 05/24/2018 ,4491.0
411,#2D,"Off-Market,rent",2 beds,1 bath,,785961, 08/07/2018 ,4395.0
412,#A4,"Off-Market,rent",3 beds,2 baths,,785961, 06/26/2018 ,4125.0
413,#2H,"Off-Market,rent",1 bed,1 bath,700 ftsq,785961, 10/09/2018 ,3300.0
414,#2I,"Off-Market,rent",2 beds,1 bath,850 ftsq,785961, 04/11/2017 ,3750.0
415,#2K,"Off-Market,rent",3 beds,2 baths,"1,000 ftsq",785961, 07/25/2017 ,5500.0
416,#3C,"Off-Market,rent",2 beds,1 bath,,785961, 09/12/2018 ,3730.0
417,#3D,"Off-Market,rent",1 bed,1 bath,,785961, 05/01/2015 ,3200.0
418,#3E,"Off-Market,rent",2 beds,1 bath,,785961, 03/23/2009 ,2500.0
419,#3CC,"Off-Market,rent",2 beds,1 bath,,785961, 09/27/2018 ,3620.0
420,#3F,"Off-Market,rent",2 beds,1 bath,650 ftsq,785961, 08/24/2018 ,3491.0
421,#3G,"Off-Market,rent",2 beds,2 baths,,785961, 11/09/2018 ,4800.0
422,#3N,"Off-Market,rent",2 beds,2 baths,,785961, 04/17/2015 ,3650.0
423,#4A,"Off-Market,rent",2 beds,2 baths,,785961, 06/26/2018 ,4125.0
424,#4C,"Off-Market,rent",2 beds,1 bath,,785961, 08/12/2014 ,2950.0
425,#C3,"Off-Market,rent",1 bed,1 bath,,785961, 09/27/2018 ,3620.0
426,#4F,"Off-Market,rent",2 beds,1 bath,700 ftsq,785961, 11/08/2018 ,3529.0
427,#4G,"Off-Market,rent",2 beds,2 baths,,785961, 11/28/2017 ,4080.0
428,#4H,"Off-Market,rent",2 beds,2 baths,750 ftsq,785961, 11/26/2018 ,4000.0
429,#4I,"Off-Market,rent",2 beds,1 bath,,785961, 03/31/2014 ,3200.0
430,#4K,"Off-Market,rent",3 beds,2 baths,,785961, 08/17/2018 ,5000.0
431,#4N,"Off-Market,rent",2 beds,2 baths,,785961, 07/10/2018 ,3833.0
432,#4R,"Off-Market,rent",2 beds,1 bath,,785961, 11/28/2018 ,3529.0
433,#4U,"Off-Market,rent",2 beds,1 bath,,785961, 12/20/2018 ,3495.0
434,#5A,"Off-Market,rent",2 beds,2 baths,,785961, 03/31/2014 ,3550.0
435,#5D,"Off-Market,rent",2 beds,1 bath,,785961, 07/31/2018 ,4195.0
436,#5E,"Off-Market,rent",2 beds,1 bath,705 ftsq,785961, 08/14/2015 ,3350.0
437,#5F,"Off-Market,rent",1 bed,1 bath,,785961, 05/26/2015 ,3300.0
438,#5G,"Off-Market,rent",2 beds,2 baths,,785961, 10/26/2017 ,4075.0
439,#5H,"Off-Market,rent",2 beds,2 baths,,785961, 05/02/2018 ,4400.0
440,#5J,"Off-Market,rent",2 beds,2 baths,,785961, 06/21/2018 ,4400.0
441,#5K,"Off-Market,rent",3 beds,2 baths,,785961, 09/17/2018 ,4958.0
442,#5M,"Off-Market,rent",2 beds,2 baths,,785961, 04/15/2015 ,3600.0
443,#5N,"Off-Market,rent",2 beds,2 baths,,785961, 07/13/2018 ,4495.0
444,#6A,"Off-Market,rent",2 beds,2 baths,,785961, 07/19/2018 ,4695.0
445,#6C,"Off-Market,rent",2 beds,1 bath,,785961, 08/13/2018 ,3730.0
446,#6E,"Off-Market,rent",3 beds,1 bath,,785961, 12/08/2016 ,3475.0
447,#6F,"Off-Market,rent",2 beds,1 bath,750 ftsq,785961, 06/07/2018 ,3850.0
448,#6G,"Off-Market,rent",2 beds,1 bath,750 ftsq,785961, 12/12/2016 ,3250.0
449,#6H,"Off-Market,rent",2 beds,2 baths,700 ftsq,785961, 11/07/2016 ,3875.0
450,#6I,"Off-Market,rent",2 beds,1 bath,,785961, 10/25/2017 ,3695.0
451,#6J,"Off-Market,rent",2 beds,2 baths,750 ftsq,785961, 09/02/2015 ,3950.0
452,#6K,"Off-Market,rent",3 beds,2 baths,,785961, 07/10/2018 ,5295.0
453,#6L,"Off-Market,rent",1 bed,1 bath,,785961, 06/22/2017 ,3200.0
454,#6M,"Off-Market,rent",2 beds,2 baths,,785961, 03/17/2018 ,3795.0
455,#6N,"Off-Market,rent",3 beds,2 baths,,785961, 07/13/2018 ,4495.0
456,#7A,"Off-Market,rent",2 beds,2 baths,,785961, 08/19/2016 ,3969.0
457,#7D,"Off-Market,rent",2 beds,1 bath,,785961, 07/10/2018 ,3462.0
458,#F4,"Off-Market,rent",2 beds,1 bath,,785961, 10/29/2018 ,3636.0
459,#7E,"Off-Market,rent",2 beds,1 bath,"1,000 ftsq",785961, 12/20/2016 ,3250.0
460,#7F,"Off-Market,rent",2 beds,1 bath,800 ftsq,785961, 12/12/2016 ,3250.0
461,#7K,"Off-Market,rent",3 beds,2 baths,,785961, 03/12/2011 ,4800.0
462,#7L,"Off-Market,rent",1 bed,1 bath,,785961, 06/28/2017 ,3200.0
463,#K2,"Off-Market,rent",3 beds,2 baths,,785961, 08/29/2017 ,5500.0
464,#N4,"Off-Market,rent",2 beds,2 baths,,785961, 07/10/2018 ,3980.0
465,#7A,"Off-Market,rent",studio,1 bath,,777694, 04/30/2017 ,2900.0
466,#7D,"Off-Market,rent",1 bed,1 bath,,777694, 04/02/2018 ,3550.0
467,#7G,"Off-Market,rent",1 bed,1 bath,,777694, 07/03/2015 ,3600.0
468,#8A,"Off-Market,rent",studio,1 bath,,777694, 01/31/2014 ,2700.0
469,#8D,"Off-Market,rent",1 bed,1 bath,,777694, 02/22/2017 ,3495.0
470,#9F,"Off-Market,rent",1 bed,1 bath,,777694, 10/06/2015 ,3600.0
471,#9G,"Off-Market,rent",1 bed,1 bath,,777694, 04/13/2018 ,3800.0
472,#10A,"Off-Market,rent",studio,1 bath,600 ftsq,777694, 06/16/2018 ,2895.0
473,#10F,"Off-Market,rent",1 bed,1 bath,775 ftsq,777694, 12/27/2017 ,3550.0
474,#10G,"Off-Market,rent",1 bed,1 bath,800 ftsq,777694, 08/26/2018 ,3795.0
475,#11A,"Off-Market,rent",studio,1 bath,,777694, 03/09/2016 ,2950.0
476,#11F,"Off-Market,rent",1 bed,1 bath,,777694, 07/06/2015 ,3450.0
477,#11G,"Off-Market,rent",1 bed,1 bath,800 ftsq,777694, 11/07/2018 ,3795.0
478,#12A,"Off-Market,rent",studio,1 bath,,777694, 06/15/2018 ,2950.0
479,#12D,"Off-Market,rent",1 bed,1 bath,,777694, 04/27/2017 ,3795.0
480,#12F,"Off-Market,rent",1 bed,1 bath,700 ftsq,777694, 02/03/2017 ,3700.0
481,#12G,"Off-Market,rent",1 bed,1 bath,,777694, 04/13/2018 ,3850.0
482,#14F,"Off-Market,rent",1 bed,1 bath,700 ftsq,777694, 08/19/2018 ,3995.0
483,#14G,"Off-Market,rent",1 bed,1 bath,,777694, 04/30/2017 ,3895.0
484,#15A,"Off-Market,rent",studio,1 bath,600 ftsq,777694, 07/17/2018 ,3095.0
485,#15C,"Off-Market,rent",studio,1 bath,,777694, 01/31/2014 ,2500.0
486,#15D,"Off-Market,rent",1 bed,1 bath,,777694, 04/09/2016 ,3895.0
487,#16A,"Off-Market,rent",studio,1 bath,,777694, 05/27/2016 ,3095.0
488,#16C,"Off-Market,rent",studio,1 bath,500 ftsq,777694, 12/13/2014 ,2495.0
489,#16D,"Off-Market,rent",1 bed,1 bath,,777694, 07/18/2017 ,3850.0
490,#16E,"Off-Market,rent",studio,1 bath,,777694, 12/05/2016 ,2580.0
491,#17A,"Off-Market,rent",studio,1 bath,,777694, 04/07/2015 ,3195.0
492,#17C,"Off-Market,rent",studio,1 bath,500 ftsq,777694, 10/06/2015 ,2895.0
493,#17D,"Off-Market,rent",1 bed,1 bath,,777694, 03/26/2014 ,3800.0
494,#18A,"Off-Market,rent",studio,1 bath,,777694, 05/08/2016 ,3095.0
495,#18B,"Off-Market,rent",studio,1 bath,500 ftsq,777694, 08/19/2018 ,2995.0
496,#18C,"Off-Market,rent",studio,1 bath,,777694, 01/10/2018 ,2925.0
497,#18G,"Off-Market,rent",1 bed,1 bath,800 ftsq,777694, 10/18/2018 ,4250.0
498,#19C,"Off-Market,rent",studio,1 bath,,777694, 07/30/2018 ,3095.0
499,#19E,"Off-Market,rent",studio,1 bath,,777694, 12/27/2017 ,2850.0
500,#19F,"Off-Market,rent",2 beds,2 baths,"1,000 ftsq",777694, 07/17/2018 ,5750.0
501,#19G,"Off-Market,rent",1 bed,1 bath,,777694, 04/07/2014 ,3738.0
502,#20B,"Off-Market,rent",studio,1 bath,,777694, 06/12/2015 ,2995.0
503,#20C,"Off-Market,rent",studio,1 bath,,777694, 06/10/2017 ,3195.0
504,#20E,"Off-Market,rent",studio,1 bath,,777694, 07/18/2017 ,2677.0
505,#20F,"Off-Market,rent",2 beds,2 baths,,777694, 12/28/2016 ,4778.0
506,#20G,"Off-Market,rent",1 bed,1 bath,,777694, 04/22/2014 ,3877.0
507,#21A,"Off-Market,rent",studio,1 bath,,777694, 06/17/2014 ,3200.0
508,#21B,"Off-Market,rent",studio,1 bath,,777694, 03/29/2014 ,2860.0
509,#21C,"Off-Market,rent",studio,1 bath,,777694, 05/08/2016 ,2995.0
510,#21D,"Off-Market,rent",1 bed,1 bath,,777694, 03/04/2014 ,3850.0
511,#21E,"Off-Market,rent",studio,1 bath,,777694, 04/05/2014 ,2520.0
512,#21F,"Off-Market,rent",2 beds,2 baths,,777694, 12/04/2017 ,5400.0
513,#21G,"Off-Market,rent",1 bed,1 bath,,777694, 05/05/2017 ,4250.0
514,#22A,"Off-Market,rent",studio,1 bath,,777694, 02/22/2017 ,3092.0
515,#22B,"Off-Market,rent",studio,1 bath,,777694, 03/29/2014 ,2890.0
516,#22C,"Off-Market,rent",studio,1 bath,,777694, 04/01/2017 ,2815.0
517,#22D,"Off-Market,rent",1 bed,1 bath,,777694, 02/21/2014 ,3600.0
518,#22E,"Off-Market,rent",studio,1 bath,,777694, 03/29/2014 ,2760.0
519,#22F,"Off-Market,rent",2 beds,2 baths,,777694, 10/19/2017 ,4985.0
520,#22G,"Off-Market,rent",1 bed,1 bath,,777694, 04/22/2014 ,3877.0
521,#23A,"Off-Market,rent",studio,1 bath,600 ftsq,777694, 10/18/2018 ,3250.0
522,#23B,"Off-Market,rent",studio,1 bath,500 ftsq,777694, 10/09/2018 ,3095.0
523,#23C,"Off-Market,rent",studio,1 bath,500 ftsq,777694, 09/16/2017 ,3250.0
524,#23D,"Off-Market,rent",1 bed,1 bath,,777694, 03/29/2014 ,3950.0
525,#23E,"Off-Market,rent",studio,1 bath,,777694, 07/18/2017 ,2850.0
526,#23F,"Off-Market,rent",2 beds,2 baths,,777694, 09/10/2016 ,5350.0
527,#23G,"Off-Market,rent",1 bed,1 bath,,777694, 04/13/2014 ,3923.0
528,#24A,"Off-Market,rent",studio,1 bath,,777694, 03/29/2014 ,3250.0
529,#24B,"Off-Market,rent",studio,1 bath,,777694, 12/27/2016 ,2764.0
530,#24D,"Off-Market,rent",1 bed,1 bath,,777694, 03/29/2014 ,4100.0
531,#24E,"Off-Market,rent",studio,1 bath,450 ftsq,777694, 08/13/2018 ,3050.0
532,#24F,"Off-Market,rent",2 beds,2 baths,"1,000 ftsq",777694, 12/14/2018 ,5395.0
533,#24G,"Off-Market,rent",1 bed,1 bath,,777694, 04/02/2018 ,4100.0
534,#24H,"Off-Market,rent",2 beds,2 baths,,777694, 05/20/2015 ,6400.0
535,#25A,"Off-Market,rent",studio,1 bath,600 ftsq,777694, 08/26/2018 ,3250.0
536,#25B,"Off-Market,rent",studio,1 bath,,777694, 04/22/2014 ,2980.0
537,#25C,"Off-Market,rent",studio,1 bath,,777694, 03/29/2014 ,3070.0
538,#25E,"Off-Market,rent",studio,1 bath,,777694, 03/29/2014 ,2850.0
539,#25F,"Off-Market,rent",2 beds,2 baths,,777694, 12/27/2016 ,5169.0
540,#25G,"Off-Market,rent",1 bed,1 bath,800 ftsq,777694, 08/19/2018 ,4295.0
541,#26A,"Off-Market,rent",studio,1 bath,,777694, 05/12/2015 ,3395.0
542,#26B,"Off-Market,rent",studio,1 bath,,777694, 06/15/2018 ,3000.0
543,#26C,"Off-Market,rent",studio,1 bath,,777694, 03/06/2018 ,3250.0
544,#26E,"Off-Market,rent",studio,1 bath,,777694, 03/29/2014 ,2880.0
545,#26F,"Off-Market,rent",2 beds,2 baths,,777694, 07/07/2014 ,5229.0
546,#26G,"Off-Market,rent",1 bed,1 bath,,777694, 10/31/2016 ,3925.0
547,#27C,"Off-Market,rent",studio,1 bath,500 ftsq,777694, 07/30/2018 ,3275.0
548,#27D,"Off-Market,rent",1 bed,1 bath,,777694, 02/01/2018 ,4300.0
549,#27F,"Off-Market,rent",2 beds,2 baths,,777694, 07/07/2014 ,5314.0
550,#27G,"Off-Market,rent",1 bed,1 bath,,777694, 05/23/2014 ,4250.0
551,#28A,"Off-Market,rent",studio,1 bath,,777694, 09/14/2015 ,3400.0
552,#28B,"Off-Market,rent",studio,1 bath,,777694, 10/18/2016 ,2907.0
553,#28C,"Off-Market,rent",studio,1 bath,,777694, 04/22/2014 ,3160.0
554,#28D,"Off-Market,rent",1 bed,1 bath,700 ftsq,777694, 08/21/2017 ,4595.0
555,#28F,"Off-Market,rent",2 beds,2 baths,,777694, 04/20/2016 ,5815.0
556,#28G,"Off-Market,rent",1 bed,1 bath,800 ftsq,777694, 07/30/2018 ,4325.0
557,#29A,"Off-Market,rent",studio,1 bath,,777694, 06/09/2015 ,3550.0
558,#29B,"Off-Market,rent",studio,1 bath,500 ftsq,777694, 09/13/2018 ,2950.0
559,#29C,"Off-Market,rent",studio,1 bath,,777694, 08/11/2015 ,3250.0
560,#29D,"Off-Market,rent",1 bed,1 bath,725 ftsq,777694, 05/16/2017 ,4450.0
561,#29E,"Off-Market,rent",studio,1 bath,,777694, 04/22/2014 ,2742.0
562,#29F,"Off-Market,rent",2 beds,2 baths,,777694, 09/21/2015 ,5900.0
563,#29G,"Off-Market,rent",1 bed,1 bath,800 ftsq,777694, 08/14/2017 ,4395.0
564,#30B,"Off-Market,rent",studio,1 bath,,777694, 09/21/2015 ,3092.0
565,#30C,"Off-Market,rent",studio,1 bath,500 ftsq,777694, 06/28/2018 ,3350.0
566,#30D,"Off-Market,rent",1 bed,1 bath,700 ftsq,777694, 10/27/2017 ,4315.0
567,#30E,"Off-Market,rent",studio,1 bath,,777694, 11/18/2016 ,2856.0
568,#30F,"Off-Market,rent",2 beds,2 baths,,777694, 06/17/2014 ,5571.0
569,#30G,"Off-Market,rent",1 bed,1 bath,,777694, 08/15/2015 ,4300.0
570,#31B,"Off-Market,rent",studio,1 bath,450 ftsq,777694, 06/28/2018 ,3000.0
571,#31C,"Off-Market,rent",studio,1 bath,,777694, 06/09/2015 ,3300.0
572,#31E,"Off-Market,rent",studio,1 bath,,777694, 04/22/2014 ,3046.0
573,#31F,"Off-Market,rent",2 beds,2 baths,,777694, 06/17/2014 ,5743.0
574,#31G,"Off-Market,rent",1 bed,1 bath,,777694, 06/17/2014 ,4700.0
575,#VAR1,"Off-Market,rent",1 bed,1 bath,,777694, 01/30/2014 ,3600.0
576,#VAR2,"Off-Market,rent",2 beds,2 baths,,777694, 01/30/2014 ,6100.0
577,VAR-STUDIO,"Off-Market,rent",studio,1 bath,,777694, 01/30/2014 ,2730.0
578,#1918,"Off-Market,rent",2 beds,2 baths,,777694, 07/10/2014 ,4500.0
579,#PHB,"Off-Market,rent",studio,1 bath,450 ftsq,777694, 07/30/2018 ,3275.0
580,#PHC,"Off-Market,rent",studio,1 bath,,777694, 02/22/2017 ,3000.0
581,#PHD,"Off-Market,rent",1 bed,1 bath,,777694, 08/22/2015 ,4500.0
582,#PHE,"Off-Market,rent",studio,1 bath,,777694, 06/10/2017 ,3300.0
583,#PHF,"Off-Market,rent",2 beds,2 baths,,777694, 09/21/2015 ,5995.0
584,#1A,"Off-Market,rent",1 bed,1 bath,,785619, 08/17/2010 ,1695.0
585,#2,"Off-Market,rent",2 beds,1 bath,,785619, 04/06/2018 ,3460.0
586,#2A,"Off-Market,rent",2 beds,1 bath,,785619, 05/17/2018 ,3460.0
587,#2D,"Off-Market,rent",2 beds,1 bath,"1,000 ftsq",785619, 09/12/2018 ,3000.0
588,#3B,"Off-Market,sale",2 beds,1 bath,,785619, 05/29/2013 ,425000.0
589,#3C,"Off-Market,rent",3 beds,1 bath,"1,200 ftsq",785619, 02/01/2013 ,3000.0
590,#6C,"Off-Market,rent",3 beds,1 bath,"1,100 ftsq",785619, 07/27/2018 ,3850.0
591,#1H,"Off-Market,rent",1 bed,1 bath,625 ftsq,775512, 02/06/2016 ,3100.0
592,#1K,"Off-Market,sale",studio,1 bath,520 ftsq,775512, 04/27/2018 ,495000.0
593,#2,"Off-Market,rent",1 bed,1 bath,650 ftsq,775512, 07/13/2010 ,2150.0
594,#2H,"Off-Market,rent",1 bed,1 bath,650 ftsq,775512, 10/31/2016 ,3000.0
595,#2I,"Off-Market,sale",1 bed,1 bath,625 ftsq,775512, 03/23/2012 ,419000.0
596,#2J,"Off-Market,sale",1 bed,1 bath,625 ftsq,775512, 10/24/2018 ,635000.0
597,#3A,"Off-Market,rent",1 bed,1 bath,625 ftsq,775512, 03/19/2015 ,3000.0
598,#3C,"Off-Market,rent",2 beds,2 baths,850 ftsq,775512, 03/09/2016 ,4000.0
599,#3D,"Off-Market,sale",1 bed,1 bath,625 ftsq,775512,  ,650000.0
600,#3H,"Off-Market,rent",1 bed,1 bath,625 ftsq,775512, 08/24/2009 ,2700.0
601,#3J,"Off-Market,rent",1 bed,1 bath,625 ftsq,775512, 06/06/2018 ,3195.0
602,#4B,"Off-Market,rent",1 bed,1 bath,636 ftsq,775512, 11/16/2018 ,3395.0
603,#4BB,"Off-Market,rent",1 bed,1 bath,725 ftsq,775512, 08/04/2014 ,2600.0
